Date,Temperature,Humidity,Pressure,Wind Speed,Rainfall,Weather Condition,Year,Month,Day,DayOfYear,Week,DayOfWeek,IsWeekend,Weather_Condition_Code,Dew_Point,Sin_DayOfYear,Cos_DayOfYear,Temp_Lag1,Temp_Lag7,Temp_Rolling7_Mean,Temp_Rolling30_Mean
2020-01-16,6.21,65.83,1019.61,23.04,0.0,Clear,2020,1,16,16,3,3,0,0,-0.6240000000000006,0.2717767384711357,0.9623603298276545,2.48,6.54,6.024285714285715,8.02
2020-01-17,4.78,80.17,1015.43,10.96,0.0,Cloudy,2020,1,17,17,3,4,0,1,0.8140000000000005,0.2882906407095177,0.9575429528116719,6.21,9.77,5.311428571428571,7.829411764705882
2020-01-18,9.04,83.6,1017.68,5.08,0.0,Cloudy,2020,1,18,18,3,5,1,1,5.759999999999998,0.3047192331091634,0.9524422234305676,4.78,6.53,5.67,7.896666666666666
2020-01-19,5.15,86.99,1022.4,8.52,3.3074999999999997,Rainy,2020,1,19,19,3,6,1,3,2.547999999999999,0.321057654185271,0.9470596510722283,9.04,6.52,5.474285714285714,7.752105263157894
2020-01-20,3.56,76.23,1021.7,6.73,1.82,Rainy,2020,1,20,20,4,0,0,3,-1.1939999999999995,0.3373010691361842,0.9413968285264122,5.15,8.78,4.728571428571429,7.5424999999999995
2020-01-21,12.8,92.7,1008.22,3.36,3.3074999999999997,Rainy,2020,1,21,21,4,1,0,3,11.340000000000002,0.3534446712740877,0.9354554315134164,3.56,1.88,6.288571428571429,7.792857142857143
2020-01-22,7.42,75.14,1013.56,18.54,0.0,Cloudy,2020,1,22,22,4,2,0,1,2.4480000000000004,0.3694836834473831,0.9292372181882051,12.8,2.48,6.994285714285715,7.77590909090909
2020-01-23,8.39,92.82,1015.35,12.38,0.0,Foggy,2020,1,23,23,4,3,0,2,6.953999999999999,0.38541335945432564,0.9227440286201427,7.42,6.21,7.305714285714286,7.802608695652174
2020-01-24,3.66,90.71,1016.89,11.47,3.3074999999999997,Rainy,2020,1,24,24,4,4,0,3,1.801999999999999,0.4012289854475009,0.9159777842484877,8.39,4.78,7.145714285714286,7.63
2020-01-25,6.52,77.97,1016.46,9.72,0.0,Cloudy,2020,1,25,25,4,5,1,1,2.113999999999999,0.4169258813287287,0.908940487313808,3.66,9.04,6.7857142857142865,7.5855999999999995
2020-01-26,8.67,98.0,1014.8,4.85,0.0,Foggy,2020,1,26,26,4,6,1,2,8.27,0.4324994021339788,0.901634220265486,6.52,5.15,7.288571428571428,7.627307692307692
2020-01-27,4.68,73.79,1023.45,7.26,0.0,Clear,2020,1,27,27,5,0,0,0,-0.5619999999999994,0.44794493940789115,0.8940611451454876,8.67,3.56,7.448571428571428,7.518148148148149
2020-01-28,9.62,91.46,1015.05,13.18,0.0,Foggy,2020,1,28,28,5,1,0,2,7.911999999999998,0.4632579225674917,0.88622350294858,4.68,12.8,6.994285714285715,7.593214285714285
2020-01-29,6.56,94.41,1009.3,5.62,3.3074999999999997,Rainy,2020,1,29,29,5,2,0,3,5.441999999999998,0.4784338202547012,0.8781236129591848,9.62,7.42,6.871428571428571,7.557586206896551
2020-01-30,7.61,76.97,1013.5,2.89,0.0,Cloudy,2020,1,30,30,5,3,0,1,3.0040000000000004,0.49346814167723735,0.8697638720650646,6.56,8.39,6.759999999999999,7.559333333333333
2020-01-31,6.69,98.0,1017.07,8.15,0.0,Foggy,2020,1,31,31,5,4,0,2,6.29,0.5083564379375122,0.8611467540480452,7.61,3.66,7.192857142857143,7.451333333333333
2020-02-01,14.61,76.27,1022.18,8.47,0.0,Cloudy,2020,2,1,32,5,5,1,1,9.863999999999999,0.5230943033491326,0.8522748088519838,6.69,6.52,8.348571428571429,7.6770000000000005
2020-02-02,8.72,85.78,1019.31,9.59,0.0,Cloudy,2020,2,2,33,5,6,1,1,5.876000000000001,0.5376773767406141,0.8431506618282,14.61,8.67,8.355714285714285,7.624
2020-02-03,5.46,87.78,1011.08,12.53,3.3074999999999997,Rainy,2020,2,3,34,6,0,0,3,3.016,0.5521013427459208,0.8337770129585915,8.72,4.68,8.467142857142857,7.370333333333333
2020-02-04,11.56,79.56,1030.18,12.02,0.0,Cloudy,2020,2,4,35,6,1,0,1,7.472000000000001,0.5663619330814524,0.8241566360566663,5.46,9.62,8.744285714285715,7.508666666666667
2020-02-05,5.11,93.53,1017.82,10.14,0.0,Foggy,2020,2,5,36,6,2,0,2,3.8160000000000007,0.580454927809098,0.8142923779467267,11.56,6.56,8.537142857142857,7.433000000000001
2020-02-06,9.77,90.1,1023.19,15.46,0.0,Foggy,2020,2,6,37,6,3,0,2,7.789999999999998,0.5943761565849831,0.804187157621448,5.11,7.61,8.845714285714285,7.320333333333333
2020-02-07,2.93,69.46,1015.65,4.56,0.0,Clear,2020,2,7,38,6,4,0,0,-3.1780000000000013,0.6081214998935418,0.7938439653781019,9.77,6.69,8.30857142857143,7.067333333333333
2020-02-08,5.05,73.59,1019.44,11.33,0.0,Foggy,2020,2,8,39,6,5,1,2,-0.23199999999999932,0.6216868902665479,0.7832658619336791,2.93,14.61,6.942857142857143,7.017666666666667
2020-02-09,10.04,65.35,1020.53,11.96,3.3074999999999997,Rainy,2020,2,9,40,6,6,1,3,3.1099999999999977,0.6350683134867438,0.7724559775191742,5.05,8.72,7.131428571428572,7.026666666666667
2020-02-10,11.88,91.01,1022.53,5.17,0.0,Foggy,2020,2,10,41,7,0,0,2,10.082000000000003,0.6482618097757122,0.7614175109532997,10.04,5.46,8.04857142857143,7.205
2020-02-11,10.17,93.15,1021.82,4.59,0.0,Foggy,2020,2,11,42,7,1,0,2,8.8,0.6612634749656386,0.7501537286959042,11.88,11.56,7.8500000000000005,7.326666666666667
2020-02-12,9.37,71.53,1020.83,6.45,0.0,Clear,2020,2,12,43,7,2,0,0,3.6759999999999993,0.6740694616546161,0.7386679638813748,10.17,5.11,8.458571428571428,7.346333333333333
2020-02-13,8.89,78.67,1013.78,6.7,0.0,Cloudy,2020,2,13,44,7,3,0,1,4.6240000000000006,0.6866759803451553,0.726963615332308,9.37,9.77,8.332857142857142,7.58
2020-02-14,5.25,74.27,1012.78,12.67,0.0,Clear,2020,2,14,45,7,4,0,0,0.1039999999999992,0.6990793005655562,0.7150441465537444,8.89,2.93,8.664285714285715,7.6723333333333334
2020-02-15,7.8,81.39,1017.83,6.84,0.0,Cloudy,2020,2,15,46,7,5,1,1,4.077999999999999,0.7112757519738152,0.7029130847082615,5.25,5.05,9.057142857142857,7.725333333333334
2020-02-16,8.76,79.79,1021.28,6.14,0.0,Cloudy,2020,2,16,47,7,6,1,1,4.718000000000001,0.7232617254437388,0.6905740195722293,7.8,10.04,8.874285714285715,7.8580000000000005
2020-02-17,13.75,87.17,1013.6,6.85,0.0,Cloudy,2020,2,17,48,8,0,0,1,11.184000000000001,0.7350336741329413,0.6780306024735382,8.76,11.88,9.141428571428571,8.015
2020-02-18,11.6,93.98,1021.65,14.93,0.0,Foggy,2020,2,18,49,8,1,0,2,10.396,0.746588114532413,0.6652865452111116,13.75,10.17,9.345714285714285,8.23
2020-02-19,5.0,98.0,1024.97,9.08,0.0,Foggy,2020,2,19,50,8,2,0,2,4.6,0.7579216274973472,0.6523456189565257,11.6,9.37,8.721428571428572,8.278
2020-02-20,11.82,75.1,1009.73,8.33,3.3074999999999997,Rainy,2020,2,20,51,8,3,0,3,6.839999999999999,0.7690308592589181,0.6392116531380588,5.0,8.89,9.139999999999999,8.245333333333333
2020-02-21,9.69,80.12,1010.52,8.59,3.3074999999999997,Thunderstorm,2020,2,21,52,8,4,0,5,5.714,0.7799125224167177,0.6258885343075018,11.82,5.25,9.774285714285714,8.321
2020-02-22,8.91,65.93,1014.82,16.14,0.0,Clear,2020,2,22,53,8,5,1,0,2.096000000000002,0.7905633969115482,0.612380204990065,9.69,7.8,9.932857142857143,8.338333333333333
2020-02-23,13.19,71.71,1016.87,6.44,0.0,Clear,2020,2,23,54,8,6,1,0,7.531999999999998,0.8009803309782905,0.5986906625177214,8.91,8.76,10.565714285714284,8.656
2020-02-24,14.68,88.37,1011.65,16.31,3.3074999999999997,Rainy,2020,2,24,55,9,0,0,3,12.354000000000001,0.8111602420785621,0.5848239578463322,13.19,13.75,10.698571428571428,8.928
2020-02-25,14.52,94.99,1022.94,9.92,3.3074999999999997,Thunderstorm,2020,2,25,56,9,1,0,5,13.517999999999999,0.8211001178128892,0.5707841943569036,14.68,11.6,11.115714285714287,9.123
2020-02-26,9.02,70.34,1018.19,8.4,0.0,Clear,2020,2,26,57,9,2,0,0,3.088,0.8307970168121247,0.5565755266413303,14.52,5.0,11.69,9.267666666666665
2020-02-27,10.88,75.46,1015.6,26.843750000000004,0.0,Cloudy,2020,2,27,58,9,3,0,1,5.9719999999999995,0.8402480696078469,0.5422021592729844,9.02,11.82,11.555714285714284,9.309666666666665
2020-02-28,13.1,79.57,1006.42,5.61,0.75,Rainy,2020,2,28,59,9,4,0,3,9.014,0.8494504794814806,0.527668345562516,10.88,9.69,12.042857142857143,9.527666666666667
2020-02-29,15.33,81.07,1006.81,7.7,0.0,Cloudy,2020,2,29,60,9,5,1,1,11.543999999999999,0.8584015232918917,0.512978386299228,13.1,8.91,12.959999999999999,9.785
2020-03-01,10.85,73.31,1017.06,5.18,0.0,Clear,2020,3,1,61,9,6,1,0,5.5120000000000005,0.8670985522812081,0.4981366284784055,15.33,13.19,12.625714285714285,9.923666666666668
2020-03-02,11.96,84.87,1002.41,13.85,0.0,Cloudy,2020,3,2,62,10,0,0,1,8.934000000000001,0.8755389928586302,0.4831474640149687,10.85,14.68,12.237142857142857,9.835333333333333
2020-03-03,9.2,77.82,1021.7,19.3,0.0,Cloudy,2020,3,3,63,10,1,0,1,4.763999999999998,0.8837203473619977,0.4680153284438345,11.96,14.52,11.477142857142857,9.851333333333333
2020-03-04,9.09,82.49,1014.69,19.13,0.0,Cloudy,2020,3,4,64,10,2,0,1,5.587999999999999,0.8916401947968874,0.45274469960737107,9.2,9.02,11.487142857142857,9.972333333333333
2020-03-05,15.7,83.47,1034.1,15.65,0.0,Cloudy,2020,3,5,65,10,3,0,1,12.393999999999998,0.8992961915530253,0.4373400963303323,9.09,10.88,12.175714285714287,10.110333333333333
2020-03-06,17.63,76.72,1028.2,8.26,0.0,Cloudy,2020,3,6,66,10,4,0,1,12.973999999999998,0.9066860720977985,0.4218060770826634,15.7,13.1,12.822857142857142,10.527666666666667
2020-03-07,13.25,75.36,1013.92,7.66,0.0,Cloudy,2020,3,7,67,10,5,1,1,8.322,0.9138076496466615,0.4061472386305789,17.63,15.33,12.525714285714287,10.643666666666666
2020-03-08,16.89,76.08,1013.83,4.25,0.0,Cloudy,2020,3,8,68,10,6,1,1,12.106,0.9206588168102428,0.3903682146763026,13.25,10.85,13.388571428571428,11.109
2020-03-09,15.03,77.6,1020.72,22.56,0.0,Cloudy,2020,3,9,69,11,0,0,1,10.549999999999997,0.9272375462179537,0.374473674486883,16.89,11.96,13.827142857142857,11.441666666666666
2020-03-10,12.0,76.9,1025.42,11.15,0.0,Cloudy,2020,3,10,70,11,1,0,1,7.380000000000001,0.9335418911179212,0.35846832151248087,15.03,9.2,14.227142857142855,11.507000000000001
2020-03-11,15.42,75.62,1004.86,7.23,0.0,Cloudy,2020,3,11,71,11,2,0,1,10.544,0.9395699859530622,0.342356891994542,12.0,9.09,15.131428571428572,11.625
2020-03-12,19.39,91.41,1003.37,16.41,0.0,Cloudy,2020,3,12,72,11,3,0,1,17.672,0.945320046913132,0.3261441535642696,15.42,15.7,15.65857142857143,11.932333333333334
2020-03-13,14.56,84.42,1011.08,5.83,3.3074999999999997,Rainy,2020,3,13,73,11,4,0,3,11.444,0.9507903724625832,0.3098349038318025,19.39,17.63,15.219999999999999,12.105333333333334
2020-03-14,19.89,72.12,1017.51,10.84,0.0,Clear,2020,3,14,74,11,5,1,0,14.314000000000002,0.9559793438440766,0.2934339689665273,14.56,13.25,16.16857142857143,12.472000000000001
2020-03-15,6.7,91.28,1018.98,8.35,0.0,Foggy,2020,3,15,75,11,6,1,2,4.956,0.9608854255574977,0.27694620226893646,19.89,16.89,14.712857142857143,12.520333333333333
2020-03-16,17.93,73.11,1020.73,12.03,0.0,Clear,2020,3,16,76,12,0,0,0,12.552,0.9655071658143364,0.2603764827344581,6.7,15.03,15.127142857142857,12.858
2020-03-17,15.79,89.68,1007.43,8.77,3.3074999999999997,Rainy,2020,3,17,77,12,1,0,3,13.726,0.969843196967294,0.24372971360968387,17.93,12.0,15.668571428571429,13.092333333333334
2020-03-18,14.77,82.36,1000.89,4.7,0.0,Cloudy,2020,3,18,78,12,2,0,1,11.241999999999999,0.9738922359149924,0.22701082094141847,15.79,15.42,15.575714285714286,13.126333333333333
2020-03-19,16.23,76.57,1019.71,9.34,0.0,Cloudy,2020,3,19,79,12,3,0,1,11.543999999999999,0.9776530844816641,0.2102247521189836,14.77,19.39,15.124285714285715,13.280666666666667
2020-03-20,9.8,86.62,1010.56,14.47,3.3074999999999997,Rainy,2020,3,20,80,12,4,0,3,7.124000000000001,0.981124629771712,0.19337647441020586,16.23,14.56,14.444285714285714,13.440666666666667
2020-03-21,15.68,62.32,1002.54,8.91,0.0,Cloudy,2020,3,21,81,12,5,1,1,8.144,0.984305844499033,0.17647097349152166,9.8,19.89,13.842857142857143,13.569333333333333
2020-03-22,17.74,65.31,1015.21,12.79,0.0,Clear,2020,3,22,82,12,6,1,0,10.802,0.9871957872910085,0.15951325197263655,15.68,6.7,15.42,13.837666666666667
2020-03-23,21.55,61.98,1018.53,5.64,0.0,Clear,2020,3,23,83,13,0,0,0,13.946,0.9897936029670716,0.14250832791617088,17.74,17.93,15.937142857142858,14.258999999999999
2020-03-24,15.39,79.66,1013.96,8.92,0.0,Cloudy,2020,3,24,84,13,1,0,1,11.322,0.992098522791769,0.12546123335273648,21.55,15.79,15.879999999999999,14.332333333333333
2020-03-25,14.69,96.04,1012.05,6.81,3.3074999999999997,Rainy,2020,3,25,85,13,2,0,3,13.898000000000001,0.9941098647022418,0.10837701279187609,15.39,14.77,15.868571428571428,14.332666666666665
2020-03-26,15.9,98.0,1013.66,12.63,0.0,Cloudy,2020,3,26,86,13,3,0,1,15.5,0.9958270335100595,0.09126072172931188,14.69,16.23,15.821428571428571,14.378666666666668
2020-03-27,20.66,80.92,1011.68,9.15,0.0,Cloudy,2020,3,27,87,13,4,0,1,16.844,0.9972495210773451,0.07411742515094437,15.9,9.8,17.372857142857143,14.766666666666667
2020-03-28,19.01,80.7,1006.06,12.31,0.0,Cloudy,2020,3,28,88,13,5,1,1,15.150000000000002,0.998376906467142,0.056952196034039754,20.66,15.68,17.84857142857143,15.037666666666667
2020-03-29,16.5,59.44,1010.24,14.72,0.0,Clear,2020,3,29,89,13,6,1,0,8.388,0.9992088560679753,0.03977011384605572,19.01,17.74,17.67142857142857,15.151
2020-03-30,20.07,69.52,1017.12,12.32,0.0,Clear,2020,3,30,90,14,0,0,0,13.974,0.9997451236925734,0.022576263041545485,16.5,21.55,17.46,15.309000000000001
2020-03-31,18.97,67.84,1016.08,10.21,3.3074999999999997,Rainy,2020,3,31,91,14,1,0,3,12.538,0.9999855506507186,0.005375731557583884,20.07,15.39,17.97142857142857,15.579666666666666
2020-04-01,21.99,67.4,1014.71,5.76,0.0,Clear,2020,4,1,92,14,2,0,0,15.469999999999999,0.9999300657962057,-0.011826390691832589,18.97,14.69,19.014285714285712,15.914
2020-04-02,16.88,75.5,1008.5,9.01,0.0,Cloudy,2020,4,2,93,14,3,0,1,11.979999999999999,0.9995786855478958,-0.029025013321975237,21.99,15.9,19.154285714285713,16.17
2020-04-03,18.32,71.46,1013.16,7.1,0.0,Clear,2020,4,3,94,14,4,0,0,12.611999999999998,0.9989315138848577,-0.046215046983708354,16.88,20.66,18.82,16.477666666666668
2020-04-04,18.35,56.36,1001.19,7.73,3.3074999999999997,Rainy,2020,4,4,95,14,5,1,3,9.622000000000002,0.9979887423155984,-0.06339140486951038,18.32,19.01,18.725714285714282,16.566
2020-04-05,15.16,85.87,1015.8,7.63,0.0,Cloudy,2020,4,5,96,14,6,1,1,12.334000000000001,0.9967506498213929,-0.08054900421874167,18.35,16.5,18.534285714285716,16.483666666666668
2020-04-06,21.03,63.55,1022.42,5.81,0.0,Clear,2020,4,6,97,15,0,0,0,13.74,0.9952176027737294,-0.09768276782171598,15.16,20.07,18.67142857142857,16.743000000000002
2020-04-07,21.15,76.59,1004.98,3.74,3.3074999999999997,Rainy,2020,4,7,98,15,1,0,3,16.468,0.9933900548258936,-0.11478762552212701,21.03,18.97,18.982857142857142,16.885
2020-04-08,20.57,95.34,1010.4,6.68,0.0,Cloudy,2020,4,8,99,15,2,0,1,19.638,0.9912685467787256,-0.13185851571739118,21.15,21.99,18.779999999999998,17.069666666666667
2020-04-09,20.05,65.77,1015.97,9.85,0.0,Clear,2020,4,9,100,15,3,0,0,13.204,0.9888537064205885,-0.1488903868564548,20.57,16.88,19.232857142857142,17.338
2020-04-10,16.51,52.14,1022.04,4.92,0.0,Clear,2020,4,10,101,15,4,0,0,6.938000000000002,0.986146248341595,-0.16587819893463143,20.05,18.32,18.974285714285713,17.374333333333333
2020-04-11,19.93,72.19,1011.32,9.09,0.0,Clear,2020,4,11,102,15,5,1,0,14.367999999999999,0.9831469737221499,-0.1828169249850199,16.51,18.35,19.2,17.392333333333333
2020-04-12,20.42,85.72,1009.78,21.22,3.3074999999999997,Rainy,2020,4,12,103,15,6,1,3,17.564,0.9798567700958665,-0.1997015525660636,19.93,15.16,19.951428571428572,17.587666666666667
2020-04-13,19.19,95.15,1002.31,14.3,3.3074999999999997,Rainy,2020,4,13,104,16,0,0,3,18.220000000000002,0.9762766110869321,-0.21652708524481437,20.42,21.03,19.68857142857143,17.56433333333333
2020-04-14,21.48,61.67,1014.4,18.91,0.0,Clear,2020,4,14,105,16,1,0,0,13.814,0.9724075561219968,-0.23328854407545518,19.19,21.15,19.735714285714288,18.057
2020-04-15,23.53,77.5,1025.72,10.76,0.0,Cloudy,2020,4,15,106,16,2,0,1,19.03,0.9682507501166718,-0.2499809690726521,21.48,20.57,20.15857142857143,18.24366666666667
2020-04-16,28.52,64.38,1014.39,15.26,0.0,Clear,2020,4,16,107,16,3,0,0,21.396,0.9638074231367307,-0.26659942067929354,23.53,20.05,21.368571428571432,18.668000000000003
2020-04-17,23.28,71.64,1013.37,6.52,0.0,Clear,2020,4,17,108,16,4,0,0,17.608,0.9590788900341131,-0.28313898122818354,28.52,16.51,22.335714285714285,18.951666666666664
2020-04-18,23.79,98.0,1015.36,6.75,0.0,Cloudy,2020,4,18,109,16,5,1,1,23.39,0.9540665500578387,-0.2995947563972602,23.28,19.93,22.88714285714286,19.203666666666667
2020-04-19,22.97,57.89,1013.49,2.63,0.0,Clear,2020,4,19,110,16,6,1,0,14.547999999999998,0.9487718864399473,-0.31596187665790293,23.79,20.42,23.25142857142857,19.642666666666667
2020-04-20,17.3,79.43,1009.53,15.39,0.0,Cloudy,2020,4,20,111,17,0,0,1,13.186000000000002,0.9431964659565866,-0.33223549871590435,22.97,19.19,22.981428571428573,19.696666666666665
2020-04-21,23.6,77.16,1018.4,18.05,0.0,Cloudy,2020,4,21,112,17,1,0,1,19.032,0.9373419384643772,-0.3484108069446808,17.3,21.48,23.284285714285716,19.892
2020-04-22,24.11,82.98,1014.74,7.04,3.3074999999999997,Rainy,2020,4,22,113,17,2,0,3,20.706,0.9312100364121947,-0.3644830148102912,23.6,23.53,23.367142857142856,19.977333333333334
2020-04-23,32.04,67.55,1012.3,8.05,0.0,Sunny,2020,4,23,114,17,3,0,4,25.549999999999997,0.9248025743285089,-0.38044736628785164,24.11,28.52,23.87,20.53233333333333
2020-04-24,23.78,75.43,1007.58,6.43,3.3074999999999997,Rainy,2020,4,24,115,17,4,0,3,18.866000000000003,0.9181214482844364,-0.39629913726891813,32.04,23.28,23.94142857142857,20.835333333333335
2020-04-25,25.6,67.16,1020.98,10.72,0.0,Clear,2020,4,25,116,17,5,1,0,19.032,0.9111686353326631,-0.41203363695942635,23.78,23.79,24.2,21.158666666666665
2020-04-26,24.76,74.36,1017.27,14.97,0.0,Clear,2020,4,26,117,17,6,1,0,19.632,0.9039461929224011,-0.42764620926777464,25.6,22.97,24.455714285714286,21.295333333333335
2020-04-27,21.37,70.61,1010.48,4.12,3.3074999999999997,Rainy,2020,4,27,118,18,0,0,3,15.492,0.8964562582905575,-0.44313223418263453,24.76,17.3,25.037142857142857,21.374000000000002
2020-04-28,29.0,74.92,1018.66,10.85,0.0,Clear,2020,4,28,119,18,1,0,0,23.984,0.8887010478292915,-0.45848712914008766,21.37,23.6,25.80857142857143,21.790666666666667
2020-04-29,27.98,65.72,1009.82,7.97,0.0,Clear,2020,4,29,120,18,2,0,0,21.124000000000002,0.8806828564301475,-0.47370635037968,29.0,24.11,26.361428571428576,22.054333333333332
2020-04-30,28.34,72.93,1008.06,9.5,3.3074999999999997,Rainy,2020,4,30,121,18,3,0,3,22.926000000000002,0.8724040568049612,-0.48878539428899265,27.98,32.04,25.83285714285714,22.366666666666667
2020-05-01,23.13,72.52,1008.97,11.1,3.3074999999999997,Rainy,2020,5,1,122,18,4,0,3,17.634,0.8638670987837349,-0.503719798736334,28.34,23.78,25.740000000000002,22.404666666666667
2020-05-02,30.76,78.73,1001.76,8.29,0.8,Rainy,2020,5,2,123,18,5,1,3,26.506,0.8550745085896932,-0.518505144391157,23.13,25.6,26.47714285714286,22.86733333333333
2020-05-03,22.01,73.08,1016.53,8.61,0.0,Clear,2020,5,3,124,18,6,1,0,16.626,0.8460288880917339,-0.533137056031809,30.76,24.76,26.084285714285716,22.990333333333332
2020-05-04,28.6,51.25,1001.72,8.2,0.0,Cloudy,2020,5,4,125,19,0,0,1,18.85,0.8367329140344921,-0.5476112038402312,22.01,21.37,27.11714285714286,23.332
2020-05-05,33.96,77.85,1004.54,13.97,0.0,Cloudy,2020,5,5,126,19,1,0,1,29.53,0.8271893372462497,-0.5619233046832195,28.6,29.0,27.82571428571429,23.958666666666666
2020-05-06,24.01,63.14,1000.94,10.9,0.0,Cloudy,2020,5,6,127,19,2,0,1,16.638,0.8174009818249189,-0.5760691233798758,33.96,27.98,27.25857142857143,24.058
2020-05-07,25.59,64.55,1012.65,9.97,0.0,Clear,2020,5,7,128,19,3,0,0,18.5,0.8073707443023492,-0.5900444739548627,24.01,28.34,26.86571428571429,24.206000000000003
2020-05-08,27.94,63.49,1011.91,5.09,0.0,Clear,2020,5,8,129,19,4,0,0,20.638,0.7971015927871943,-0.6038452208771035,25.59,23.13,27.552857142857142,24.451666666666664
2020-05-09,26.23,84.38,1011.11,7.61,3.3074999999999997,Rainy,2020,5,9,130,19,5,1,3,23.105999999999998,0.7865965660866021,-0.6174672802835514,27.94,30.76,26.905714285714286,24.657666666666668
2020-05-10,23.1,51.47,1007.28,13.52,0.0,Cloudy,2020,5,10,131,19,6,1,1,13.394000000000002,0.7758587728069828,-0.6309066211876704,26.23,22.01,27.06142857142857,24.877333333333336
2020-05-11,28.49,98.0,1005.69,9.18,0.0,Cloudy,2020,5,11,132,20,0,0,1,28.09,0.7648913904341225,-0.6441592666722685,23.1,28.6,27.045714285714286,25.162666666666667
2020-05-12,25.09,82.0,1016.02,12.14,0.0,Cloudy,2020,5,12,133,20,1,0,1,21.49,0.753697664392914,-0.6572212950663319,28.49,33.96,25.778571428571432,25.31833333333333
2020-05-13,30.22,70.08,1009.16,19.98,0.0,Sunny,2020,5,13,134,20,2,0,4,24.235999999999997,0.742280907086982,-0.6700888411055113,25.09,24.01,26.665714285714284,25.686
2020-05-14,25.97,70.27,1015.0,14.4,0.0,Clear,2020,5,14,135,20,3,0,0,20.023999999999997,0.7306444969184916,-0.6827580970759147,30.22,25.59,26.72,25.83566666666667
2020-05-15,34.08,68.0,1006.58,9.41,3.3074999999999997,Rainy,2020,5,15,136,20,4,0,3,27.68,0.7187918772884232,-0.6952253139408722,25.97,27.94,27.59714285714286,26.187333333333335
2020-05-16,26.82,75.44,1014.06,7.17,3.3074999999999997,Rainy,2020,5,16,137,20,5,1,3,21.908,0.7067265555776158,-0.7074868024503348,34.08,26.23,27.681428571428572,26.130666666666666
2020-05-17,28.5,75.5,1020.54,2.86,0.0,Cloudy,2020,5,17,138,20,6,1,1,23.6,0.6944521021088763,-0.719538934232584,26.82,23.1,28.452857142857145,26.304666666666666
